#Organism/Name	Kingdom	Group	SubGroup	Plasmid Name	RefSeq	INSDC	Size (Kb)	GC%	Protein	rRNA	tRNA	Other RNA	Gene	Pseudogene
Acinetobacter baumannii GF216	Bacteria	Proteobacteria	Gammaproteobacteria	pNDM-AB	NC_020818.1	KC503911	47.098	38.042	43	-	-	-	43	-
Acinetobacter baumannii DS002	Bacteria	Proteobacteria	Gammaproteobacteria	pTS236	NC_016977.1	JN872565	2.252	41.4298	3	-	-	-	3	-
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	pMMCU3	NC_019199.1	GQ904227	8.964	34.4935	11	-	-	-	11	-
Acinetobacter baumannii E7	Bacteria	Proteobacteria	Gammaproteobacteria	pRAY*-v2	NC_019345.1	JX076770	8.433	39.1083	7	-	-	-	9	-
Acinetobacter baumannii A85	Bacteria	Proteobacteria	Gammaproteobacteria	pA85-2	NC_025108.1	KJ477078	8.731	34.3718	9	-	-	-	9	-
Acinetobacter baumannii CU2	Bacteria	Proteobacteria	Gammaproteobacteria	pMMCU2	NC_013506.1	GQ476987	10.27	36.1928	7	-	-	-	7	-
Acinetobacter baumannii A85	Bacteria	Proteobacteria	Gammaproteobacteria	pA85-1	NC_025107.1	KJ461963	2.726	37.7476	5	-	-	-	5	-
Acinetobacter baumannii transconjugant 1	Bacteria	Proteobacteria	Gammaproteobacteria	pABIR	NC_010481.1	EU294228	29.823	36.7971	26	-	-	-	29	3
Acinetobacter baumannii C2	Bacteria	Proteobacteria	Gammaproteobacteria	pRAY*-v1	NC_019311.1	JF343536	6.078	39.1741	6	-	-	-	6	-
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	pMMD	NC_019280.1	GQ904226	9.964	34.7049	8	-	-	-	8	-
Acinetobacter baumannii G7	Bacteria	Proteobacteria	Gammaproteobacteria	pAB-G7-1	NC_025110.1	KJ586856	8.731	34.3832	9	-	-	-	9	-
Acinetobacter baumannii A85	Bacteria	Proteobacteria	Gammaproteobacteria	pA85-3	NC_025109.1	KJ493819	86.335	33.8982	87	-	-	-	87	-
Acinetobacter baumannii VA-566/00	Bacteria	Proteobacteria	Gammaproteobacteria	pABVA01	NC_012813.1	FM210331	8.963	34.4639	8	-	-	-	8	-
Acinetobacter baumannii K60	Bacteria	Proteobacteria	Gammaproteobacteria	pAB120	NC_019359.1	JX069966	10.879	34.4609	13	-	-	-	13	-
Acinetobacter baumannii NCGM 253	Bacteria	Proteobacteria	Gammaproteobacteria	pAB-NCGM253	NC_021489.1	AB823544	8.97	34.437	10	-	-	-	10	-
Acinetobacter baumannii 19606	Bacteria	Proteobacteria	Gammaproteobacteria	pMAC	NC_006877.1	AY541809	9.54	34.6751	11	-	-	-	11	-
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	pMMA2	NC_013277.1	GQ377752	10.679	34.8066	9	-	-	-	9	-
Acinetobacter baumannii 107m	Bacteria	Proteobacteria	Gammaproteobacteria	ABIBUN107mP1	NC_022565.1	-	8.731	34.3718	11	-	-	-	11	-
Acinetobacter baumannii G7	Bacteria	Proteobacteria	Gammaproteobacteria	pAb-G7-2	NC_025104.1	KF669606	70.1	33.4836	68	-	-	-	68	-
Acinetobacter baumannii D72	Bacteria	Proteobacteria	Gammaproteobacteria	pD72-2	NC_025111.1	KM051846	70.102	33.4798	68	-	-	-	68	-
Acinetobacter baumannii ATCC 329	Bacteria	Proteobacteria	Gammaproteobacteria	AbATCC329	NC_025168.1	KJ534569	8.842	34.5397	10	-	-	-	10	-
Acinetobacter baumannii D36	Bacteria	Proteobacteria	Gammaproteobacteria	pD36-1	NZ_CP012953.1	CP012953	4.754	39.167	4	-	-	-	4	-
Acinetobacter baumannii D36	Bacteria	Proteobacteria	Gammaproteobacteria	pD36-3	NZ_CP012955.1	CP012955	9.276	35.608	11	-	-	-	11	-
Acinetobacter baumannii D36	Bacteria	Proteobacteria	Gammaproteobacteria	pRAY* (pD36-2)	NZ_CP012954.1	CP012954	6.078	39.2563	6	-	-	-	6	-
Acinetobacter baumannii D36	Bacteria	Proteobacteria	Gammaproteobacteria	pD36-4	NZ_CP012956.1	CP012956	47.457	41.427	57	-	-	-	61	4
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	II	NZ_LN865144.1	LN865144	7.742	37.5614	12	-	-	-	12	-
Acinetobacter baumannii KBN10P02143	Bacteria	Proteobacteria	Gammaproteobacteria	pKBN10P02143	NZ_CP013925.1	CP013925	52.517	36.4206	62	-	-	-	62	-
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	II	NZ_LN997847.1	LN997847	7.742	37.5614	12	-	-	-	12	-
Acinetobacter baumannii R612	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed2	NZ_CP014217.1	CP014217	5.465	35.0412	6	-	-	-	7	1
Acinetobacter baumannii R612	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed1	NZ_CP014216.1	CP014216	74.241	33.5165	99	-	-	-	100	1
Acinetobacter baumannii MEX11594	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed 1	NZ_CM003741.1	CM003741	5.557	34.8749	6	-	-	-	6	-
Acinetobacter baumannii MEX11594	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed 2	NZ_CM003742.1	CM003742	4.437	33.3559	5	-	-	-	5	-
Acinetobacter baumannii 1656-2	Bacteria	Proteobacteria	Gammaproteobacteria	ABKp1	NC_017163.1	CP001922	74.451	33.4663	98	-	-	-	98	-
Acinetobacter baumannii 1656-2	Bacteria	Proteobacteria	Gammaproteobacteria	ABKp2	NC_017164.1	CP001923	8.041	33.5033	7	-	-	-	8	1
Acinetobacter baumannii 3909	Bacteria	Proteobacteria	Gammaproteobacteria	p1ABST78	NZ_AEOZ01000236.1	AEOZ01000236	26.411	37.2648	31	-	-	-	32	1
Acinetobacter baumannii 3990	Bacteria	Proteobacteria	Gammaproteobacteria	p2ABST2	NZ_AEOY01000096.1	AEOY01000096	21.846	37.2746	27	-	-	-	28	1
Acinetobacter baumannii 3990	Bacteria	Proteobacteria	Gammaproteobacteria	p1ABST2	NZ_AEOY01000095.1	AEOY01000095	63.32	33.4713	79	-	-	-	83	4
Acinetobacter baumannii 4190	Bacteria	Proteobacteria	Gammaproteobacteria	p2ABST25	-	AEPA01000396.1	8.97	34.359	-	-	-	-	-	-
Acinetobacter baumannii 4190	Bacteria	Proteobacteria	Gammaproteobacteria	p1ABST25	-	AEPA01000395.1	15.267	35.5276	-	-	-	-	-	-
Acinetobacter baumannii AB0057	Bacteria	Proteobacteria	Gammaproteobacteria	pAB0057	NC_011585.1	CP001183	8.729	34.3797	9	-	-	-	9	-
Acinetobacter baumannii AB5075	Bacteria	Proteobacteria	Gammaproteobacteria	pAB5075	NZ_JHUI01000005.1	JHUI01000005	8.819	34.2442	9	-	-	-	9	-
Acinetobacter baumannii AC12	Bacteria	Proteobacteria	Gammaproteobacteria	pAC12	-	CP007550.1	8.731	34.3718	9	-	-	-	9	-
Acinetobacter baumannii AC30	Bacteria	Proteobacteria	Gammaproteobacteria	pAC30a	-	CP007578.1	8.685	34.3466	9	-	-	-	9	-
Acinetobacter baumannii AC30	Bacteria	Proteobacteria	Gammaproteobacteria	pAC30b	-	CP007579.1	16.236	45.1712	15	-	-	-	15	-
Acinetobacter baumannii AC30	Bacteria	Proteobacteria	Gammaproteobacteria	pAC30c	-	CP007580.1	71.433	33.7183	99	-	-	-	99	-
Acinetobacter baumannii ACICU	Bacteria	Proteobacteria	Gammaproteobacteria	pACICU2	NC_010606.1	CP000865	64.366	33.4012	69	-	-	-	87	18
Acinetobacter baumannii ACICU	Bacteria	Proteobacteria	Gammaproteobacteria	pACICU1	NC_010605.1	CP000864	28.279	37.8443	31	-	-	-	36	5
Acinetobacter baumannii ATCC 17978	Bacteria	Proteobacteria	Gammaproteobacteria	pAB1	-	CP000522.1	13.408	36.165	11	-	-	-	11	-
Acinetobacter baumannii ATCC 17978	Bacteria	Proteobacteria	Gammaproteobacteria	pAB2	-	CP000523.1	11.302	35.1796	5	-	-	-	5	-
Acinetobacter baumannii AYE	Bacteria	Proteobacteria	Gammaproteobacteria	p4ABAYE	NC_010403.1	CU459139	2.726	37.6009	5	-	-	-	5	-
Acinetobacter baumannii AYE	Bacteria	Proteobacteria	Gammaproteobacteria	p2ABAYE	NC_010402.1	CU459138	9.661	34.396	9	-	-	-	9	-
Acinetobacter baumannii AYE	Bacteria	Proteobacteria	Gammaproteobacteria	p3ABAYE	NC_010404.1	CU459140	94.413	37.4842	82	-	-	-	89	7
Acinetobacter baumannii AYE	Bacteria	Proteobacteria	Gammaproteobacteria	p1ABAYE	NC_010401.1	CU459137	5.644	34.5145	7	-	-	-	7	-
Acinetobacter baumannii BJAB07104	Bacteria	Proteobacteria	Gammaproteobacteria	p1BJAB07104	NC_021727.1	CP003887	70.17	33.8236	90	-	-	-	90	-
Acinetobacter baumannii BJAB07104	Bacteria	Proteobacteria	Gammaproteobacteria	p2BJAB07104	NC_021728.1	CP003907	20.139	47.0679	19	-	-	-	22	3
Acinetobacter baumannii BJAB0715	Bacteria	Proteobacteria	Gammaproteobacteria	pBJAB0715	NC_021734.1	CP003848	52.268	40.4263	48	-	-	-	52	4
Acinetobacter baumannii BJAB0868	Bacteria	Proteobacteria	Gammaproteobacteria	p3BJAB0868	NC_021732.1	CP003908	20.139	47.0927	20	-	-	-	23	3
Acinetobacter baumannii BJAB0868	Bacteria	Proteobacteria	Gammaproteobacteria	p2BJAB0868	NC_021731.1	CP003888	70.167	33.8279	89	-	-	-	90	1
Acinetobacter baumannii BJAB0868	Bacteria	Proteobacteria	Gammaproteobacteria	p1BJAB0868	NC_021730.1	CP003850	8.721	34.3424	9	-	-	-	9	-
Acinetobacter baumannii Canada BC-5	Bacteria	Proteobacteria	Gammaproteobacteria	pCanadaBC5-8.7	NZ_AFDN01000003.1	AFDN01000003	8.731	34.3718	9	-	-	-	9	-
Acinetobacter baumannii D1279779	Bacteria	Proteobacteria	Gammaproteobacteria	pD1279779	NC_020525.1	CP003968	7.416	32.5917	10	-	-	-	10	-
Acinetobacter baumannii IS-123	Bacteria	Proteobacteria	Gammaproteobacteria	pIS123-67	NZ_ALII01000020.1	ALII01000020	67.025	33.3831	85	-	-	-	90	5
Acinetobacter baumannii IS-123	Bacteria	Proteobacteria	Gammaproteobacteria	pIS123-18	NZ_ALII01000019.1	ALII01000019	17.984	34.2026	19	-	-	-	19	-
Acinetobacter baumannii IS-123	Bacteria	Proteobacteria	Gammaproteobacteria	pIS123-12	NZ_ALII01000018.1	ALII01000018	11.6	37.0431	13	-	-	-	14	1
Acinetobacter baumannii LAC-4	Bacteria	Proteobacteria	Gammaproteobacteria	pABLAC2	NZ_CP007714.1	CP007714	6.076	39.2693	5	-	-	-	6	1
Acinetobacter baumannii LAC-4	Bacteria	Proteobacteria	Gammaproteobacteria	pABLAC1	NZ_CP007713.1	CP007713	8.006	31.9885	8	-	-	-	8	-
Acinetobacter baumannii MDR-TJ	Bacteria	Proteobacteria	Gammaproteobacteria	pABTJ2	NC_020524.1	CP004359	110.967	41.6142	118	-	1	-	120	1
Acinetobacter baumannii MDR-TJ	Bacteria	Proteobacteria	Gammaproteobacteria	pABTJ1	NC_017848.1	CP003501	77.528	34.0458	96	-	-	-	100	4
Acinetobacter baumannii MDR-ZJ06	Bacteria	Proteobacteria	Gammaproteobacteria	pMDR-ZJ06	NC_017172.1	CP001938	20.301	47.3868	21	-	-	-	24	3
Acinetobacter baumannii MRSN 3405	Bacteria	Proteobacteria	Gammaproteobacteria	pMRSN3405-6	NZ_CM003320.1	CM003320	6.078	39.2563	6	-	-	-	6	-
Acinetobacter baumannii MRSN 3527	Bacteria	Proteobacteria	Gammaproteobacteria	pMRSN3527-6	NZ_CM003318.1	CM003318	6.068	39.2716	5	-	-	-	6	1
Acinetobacter baumannii MRSN 3942	Bacteria	Proteobacteria	Gammaproteobacteria	pMRSN3942-6	NZ_CM003319.1	CM003319	6.078	39.2563	6	-	-	-	6	-
Acinetobacter baumannii MRSN 4106	Bacteria	Proteobacteria	Gammaproteobacteria	pMRSN4106-6	NZ_CM003315.1	CM003315	6.078	39.2563	6	-	-	-	6	-
Acinetobacter baumannii MRSN 58	Bacteria	Proteobacteria	Gammaproteobacteria	pMRSN58-8.7	NZ_CM003317.1	CM003317	8.731	34.3718	9	-	-	-	9	-
Acinetobacter baumannii MRSN 58	Bacteria	Proteobacteria	Gammaproteobacteria	pMRSN58-2.7	NZ_CM003316.1	CM003316	2.725	37.7982	4	-	-	-	4	-
Acinetobacter baumannii MRSN 7339	Bacteria	Proteobacteria	Gammaproteobacteria	pMRSN7339-2.3	NZ_CM003313.1	CM003313	2.343	38.7537	2	-	-	-	2	-
Acinetobacter baumannii MRSN 7339	Bacteria	Proteobacteria	Gammaproteobacteria	pMRSN7339-8.7	NZ_CM003314.1	CM003314	8.731	34.3718	9	-	-	-	9	-
Acinetobacter baumannii Naval-17	Bacteria	Proteobacteria	Gammaproteobacteria	pNaval17-13	NZ_AFDO01000021.1	AFDO01000021	12.636	37.1478	13	-	-	-	14	1
Acinetobacter baumannii Naval-18	Bacteria	Proteobacteria	Gammaproteobacteria	pNaval18-74	NZ_AFDA02000007.1	AFDA02000007	74.42	34.4504	84	-	-	-	97	13
Acinetobacter baumannii Naval-18	Bacteria	Proteobacteria	Gammaproteobacteria	pNaval18-131	NZ_AFDA02000009.1	AFDA02000009	130.66	36.2904	125	-	-	-	146	21
Acinetobacter baumannii Naval-18	Bacteria	Proteobacteria	Gammaproteobacteria	pNaval18-5.7	NZ_AFDA02000010.1	AFDA02000010	5.676	36.117	7	-	-	-	7	-
Acinetobacter baumannii Naval-18	Bacteria	Proteobacteria	Gammaproteobacteria	pNaval18-8.4	NZ_AFDA02000008.1	AFDA02000008	8.422	36.7846	7	-	-	-	8	1
Acinetobacter baumannii Naval-18	Bacteria	Proteobacteria	Gammaproteobacteria	pNaval18-6.1	NZ_AFDA02000006.1	AFDA02000006	6.078	39.2563	6	-	-	-	6	-
Acinetobacter baumannii Naval-18	Bacteria	Proteobacteria	Gammaproteobacteria	pNaval18-7.0	NZ_AFDA02000011.1	AFDA02000011	7.032	35.4522	8	-	-	-	8	-
Acinetobacter baumannii Naval-81	Bacteria	Proteobacteria	Gammaproteobacteria	pNaval81-67	NZ_AFDB02000004.1	AFDB02000004	67.012	33.3821	89	-	-	-	91	2
Acinetobacter baumannii Naval-81	Bacteria	Proteobacteria	Gammaproteobacteria	pNaval81-13	NZ_AFDB02000005.1	AFDB02000005	12.634	37.1458	12	-	-	-	13	1
Acinetobacter baumannii Naval-81	Bacteria	Proteobacteria	Gammaproteobacteria	pNaval81-26	NZ_AFDB02000003.1	AFDB02000003	26.089	34.0412	30	-	-	-	31	1
Acinetobacter baumannii OIFC032	Bacteria	Proteobacteria	Gammaproteobacteria	pOIFC032-101	NZ_AFCZ02000003.1	AFCZ02000003	101.298	39.217	94	-	1	-	105	10
Acinetobacter baumannii OIFC032	Bacteria	Proteobacteria	Gammaproteobacteria	pOIFC032-8.6	NZ_AFCZ02000004.1	AFCZ02000004	8.604	31.59	14	-	-	-	15	1
Acinetobacter baumannii OIFC109	Bacteria	Proteobacteria	Gammaproteobacteria	pOIFC109-122	NZ_ALAL01000013.1	ALAL01000013	122.469	35.8336	131	-	-	-	134	3
Acinetobacter baumannii OIFC137	Bacteria	Proteobacteria	Gammaproteobacteria	pOIFC137-122	NZ_AFDK01000004.1	AFDK01000004	122.461	35.8351	132	-	-	-	134	2
Acinetobacter baumannii OIFC143	Bacteria	Proteobacteria	Gammaproteobacteria	pOIFC143-6.2	NZ_AFDL01000007.1	AFDL01000007	6.241	31.95	9	-	-	-	9	-
Acinetobacter baumannii OIFC143	Bacteria	Proteobacteria	Gammaproteobacteria	pOIFC143-2.3	NZ_AFDL01000005.1	AFDL01000005	2.277	39.9209	1	-	-	-	1	-
Acinetobacter baumannii OIFC143	Bacteria	Proteobacteria	Gammaproteobacteria	pOIFC143-128	NZ_AFDL01000008.1	AFDL01000008	127.633	36.2806	136	-	-	-	140	4
Acinetobacter baumannii OIFC143	Bacteria	Proteobacteria	Gammaproteobacteria	pOIFC143-70	NZ_AFDL01000006.1	AFDL01000006	69.518	33.8732	91	-	-	-	93	2
Acinetobacter baumannii OIFC189	Bacteria	Proteobacteria	Gammaproteobacteria	pOIFC189-111	NZ_AFDM01000010.1	AFDM01000010	110.967	41.6169	118	-	1	-	120	1
Acinetobacter baumannii PKAB07	Bacteria	Proteobacteria	Gammaproteobacteria	pPKAB07	NZ_CP006964.1	CP006964	8.805	34.4009	10	-	-	-	10	-
Acinetobacter baumannii SDF	Bacteria	Proteobacteria	Gammaproteobacteria	p3ABSDF	-	CU468233.1	24.922	34.3953	24	-	-	-	26	2
Acinetobacter baumannii SDF	Bacteria	Proteobacteria	Gammaproteobacteria	p1ABSDF	-	CU468231.1	6.106	34.5398	8	-	-	-	8	-
Acinetobacter baumannii SDF	Bacteria	Proteobacteria	Gammaproteobacteria	p2ABSDF	-	CU468232.1	25.014	34.8925	30	-	-	-	32	2
Acinetobacter baumannii TCDC-AB0715	Bacteria	Proteobacteria	Gammaproteobacteria	p2ABTCDC0715	-	CP002524.1	70.894	33.3399	95	-	-	-	95	-
Acinetobacter baumannii TCDC-AB0715	Bacteria	Proteobacteria	Gammaproteobacteria	p1ABTCDC0715	-	CP002523.1	8.731	34.3718	10	-	-	-	10	-
Acinetobacter baumannii UH10707	Bacteria	Proteobacteria	Gammaproteobacteria	pABUH5-114	NZ_AYOI01000002.1	AYOI01000002	114.115	42.791	132	-	-	-	133	1
Acinetobacter baumannii UH19608	Bacteria	Proteobacteria	Gammaproteobacteria	pABUH3b-7.8	NZ_AYFZ01000083.1	AYFZ01000083	7.819	33.9685	10	-	-	-	10	-
Acinetobacter baumannii UH19608	Bacteria	Proteobacteria	Gammaproteobacteria	pABUH2a-5.6	NZ_AYFZ01000080.1	AYFZ01000080	5.636	37.154	7	-	-	-	7	-
Acinetobacter baumannii UH2107	Bacteria	Proteobacteria	Gammaproteobacteria	pABUH4-111	NZ_AYFW01000101.1	AYFW01000101	111.007	41.6163	118	-	1	-	120	1
Acinetobacter baumannii UH7007	Bacteria	Proteobacteria	Gammaproteobacteria	pABUH6b-10	NZ_AYFI01000019.1	AYFI01000019	10.03	36.8993	11	-	-	-	11	-
Acinetobacter baumannii UH7607	Bacteria	Proteobacteria	Gammaproteobacteria	pABUH2b-5.4	NZ_AYFH01000057.1	AYFH01000057	5.355	36.7507	7	-	-	-	7	-
Acinetobacter baumannii UH7607	Bacteria	Proteobacteria	Gammaproteobacteria	pABUH3a-8.2	NZ_AYFH01000048.1	AYFH01000048	8.19	34.4567	10	-	-	-	10	-
Acinetobacter baumannii UH9707	Bacteria	Proteobacteria	Gammaproteobacteria	pABUH6a-8.8	NZ_AYEX01000118.1	AYEX01000118	8.763	34.406	9	-	-	-	9	-
Acinetobacter baumannii UH9907	Bacteria	Proteobacteria	Gammaproteobacteria	pABUH1-74	NZ_AYOH01000010.1	AYOH01000010	74.089	33.669	97	-	-	-	100	3
Acinetobacter baumannii ZW85-1	Bacteria	Proteobacteria	Gammaproteobacteria	ZW85p2	NC_023031.1	CP006769	113.866	41.9019	118	-	1	-	124	5
Acinetobacter baumannii ZW85-1	Bacteria	Proteobacteria	Gammaproteobacteria	pAbNDM-1	NC_019985.2	JN377410	48.368	40.748	55	-	-	-	56	1
Acinetobacter bereziniae CHI-40-1	Bacteria	Proteobacteria	Gammaproteobacteria	pNDM-40-1	NC_023322.1	KF702385	45.826	40.0755	49	-	-	-	51	2
Acinetobacter bereziniae HPC229	Bacteria	Proteobacteria	Gammaproteobacteria	pNDM229	NZ_KT072713.1	KT072713	44.56	40.8057	51	-	-	-	54	3
Acinetobacter calcoaceticus NDM-WS2	Bacteria	Proteobacteria	Gammaproteobacteria	pNDM-WS2	NC_024959.1	KJ018153	13.94	46.4132	13	-	-	-	13	-
Acinetobacter calcoaceticus Acal H12O-07	Bacteria	Proteobacteria	Gammaproteobacteria	pMMCU1	NC_013056.1	GQ342610	8.771	34.7623	6	-	-	-	6	-
Acinetobacter calcoaceticus subsp. anitratus XM1570	Bacteria	Proteobacteria	Gammaproteobacteria	pXM2	NZ_CM001803.1	CM001803	93.891	37.6809	78	-	-	-	89	11
Acinetobacter calcoaceticus subsp. anitratus XM1570	Bacteria	Proteobacteria	Gammaproteobacteria	pXM1	NZ_CM001802.1	CM001802	47.274	40.8279	55	-	-	-	55	-
Acinetobacter genomosp. NB14 JVAP01	Bacteria	Proteobacteria	Gammaproteobacteria	pNDM-JVAP01	NZ_KM923969.1	KM923969	47.268	40.8331	55	-	-	-	55	-
Acinetobacter johnsonii XBB1	Bacteria	Proteobacteria	Gammaproteobacteria	pXBB1-5	NZ_CP010356.1	CP010356	13.94	36.9082	17	-	-	-	18	1
Acinetobacter johnsonii XBB1	Bacteria	Proteobacteria	Gammaproteobacteria	pXBB1-3	NZ_CP010354.1	CP010354	11.643	33.7628	11	-	-	-	13	2
Acinetobacter johnsonii XBB1	Bacteria	Proteobacteria	Gammaproteobacteria	pXBB1-6	NZ_CP010357.1	CP010357	13.33	36.3841	13	-	-	-	14	1
Acinetobacter johnsonii XBB1	Bacteria	Proteobacteria	Gammaproteobacteria	pXBB1-4	NZ_CP010355.1	CP010355	7.579	38.8838	8	-	-	-	9	1
Acinetobacter johnsonii XBB1	Bacteria	Proteobacteria	Gammaproteobacteria	pXBB1-1	NZ_CP010352.1	CP010352	3.978	35.0679	4	-	-	-	4	-
Acinetobacter johnsonii XBB1	Bacteria	Proteobacteria	Gammaproteobacteria	pXBB1-2	NZ_CP010353.1	CP010353	4.724	36.8755	7	-	-	-	7	-
Acinetobacter johnsonii XBB1	Bacteria	Proteobacteria	Gammaproteobacteria	pXBB1-9	NZ_CP010351.1	CP010351	398.857	39.9915	391	-	-	-	423	32
Acinetobacter johnsonii XBB1	Bacteria	Proteobacteria	Gammaproteobacteria	pXBB1-8	NZ_CP010358.1	CP010358	117.483	37.0496	86	-	-	-	104	18
Acinetobacter junii NDM-WS1	Bacteria	Proteobacteria	Gammaproteobacteria	pNDM-WS1	NC_024999.1	KJ018154	13.94	46.4132	13	-	-	-	13	-
Acinetobacter lwoffii ABZ78	Bacteria	Proteobacteria	Gammaproteobacteria	pABZ78	NC_019323.1	JQ739158	4.797	65.666	5	-	-	-	6	-
Acinetobacter lwoffii Iz4b	Bacteria	Proteobacteria	Gammaproteobacteria	pNDM-Iz4b	NC_025000.1	KJ547696	46.57	40.9105	55	-	-	-	55	-
Acinetobacter lwoffii WJ10659	Bacteria	Proteobacteria	Gammaproteobacteria	pNDM-BJ02	NC_019281.1	JQ060896	46.165	40.9293	44	-	-	-	44	-
Acinetobacter lwoffii WJ10621	Bacteria	Proteobacteria	Gammaproteobacteria	pNDM-BJ01	NC_019268.1	JQ001791	47.274	40.8279	46	-	-	-	46	-
Acinetobacter nosocomialis	Bacteria	Proteobacteria	Gammaproteobacteria	pAB49-v1	NC_023281.1	KC417495	2.2	39.6818	2	-	-	-	2	-
Acinetobacter nosocomialis	Bacteria	Proteobacteria	Gammaproteobacteria	pRAY*-v3	NC_023280.1	KC417494	6.078	39.1741	5	-	-	-	5	-
Acinetobacter nosocomialis	Bacteria	Proteobacteria	Gammaproteobacteria	p6411-89.111kb	NZ_CP010369.1	CP010369	89.111	37.3601	75	-	-	-	84	9
Acinetobacter nosocomialis	Bacteria	Proteobacteria	Gammaproteobacteria	p6411-66.409kb	NZ_CP010903.1	CP010903	66.409	36.3565	67	-	-	-	69	2
Acinetobacter nosocomialis	Bacteria	Proteobacteria	Gammaproteobacteria	p6411-9.012kb	NZ_CP010370.2	CP010370	47.274	40.8279	56	-	-	-	56	-
Acinetobacter pittii ABCA95	Bacteria	Proteobacteria	Gammaproteobacteria	pABCA95	NC_019322.2	JQ739157	6.544	47.6467	3	-	-	-	6	-
Acinetobacter pittii MS32	Bacteria	Proteobacteria	Gammaproteobacteria	pMS32-1	NC_025173.1	KJ616405	94.418	37.4844	108	-	-	-	108	-
Acinetobacter pittii MS32	Bacteria	Proteobacteria	Gammaproteobacteria	pMS32-3	NC_025137.1	KJ616406	11.465	36.3454	13	-	-	-	13	-
Acinetobacter pittii AP_882	Bacteria	Proteobacteria	Gammaproteobacteria	pOXA58-AP_882	NZ_CP014479.1	CP014479	36.862	36.3464	42	-	-	-	43	1
Acinetobacter pittii AP_882	Bacteria	Proteobacteria	Gammaproteobacteria	pNDM-AP_882	NZ_CP014478.1	CP014478	146.597	38.5854	134	-	-	-	143	9
Acinetobacter pittii D499	Bacteria	Proteobacteria	Gammaproteobacteria	pAB_D499	NZ_AGFH01000030.1	AGFH01000030	47.101	40.7507	55	-	-	-	55	-
Acinetobacter radioresistens WC-A-157	Bacteria	Proteobacteria	Gammaproteobacteria	pWCA157-6.5	NZ_ALIR01000020.1	ALIR01000020	6.534	36.3636	8	-	-	-	8	-
Acinetobacter radioresistens WC-A-157	Bacteria	Proteobacteria	Gammaproteobacteria	pWCA157-53	NZ_ALIR01000021.1	ALIR01000021	53.388	36.3958	53	-	-	-	55	2
Acinetobacter radioresistens WC-A-157	Bacteria	Proteobacteria	Gammaproteobacteria	pWCA157-7.5	NZ_ALIR01000018.1	ALIR01000018	7.532	30.7754	8	-	-	-	8	-
Acinetobacter radioresistens WC-A-157	Bacteria	Proteobacteria	Gammaproteobacteria	pWCA157-71	NZ_ALIR01000019.1	ALIR01000019	70.57	37.5202	73	-	-	-	80	7
Acinetobacter sp. DUT-2	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed3	-	CP014654.1	19.82	36.8668	21	-	-	-	31	10
Acinetobacter sp. DUT-2	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed5	-	CP014656.1	5.511	57.6302	5	-	-	-	6	1
Acinetobacter sp. DUT-2	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed4	-	CP014655.1	11.158	35.1138	13	-	-	-	13	-
Acinetobacter sp. DUT-2	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed2	-	CP014653.1	50.047	36.9013	35	-	-	-	44	9
Acinetobacter sp. DUT-2	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed1	-	CP014652.1	141.965	40.2134	135	-	-	-	149	14
Acinetobacter sp. EB104	Bacteria	Proteobacteria	Gammaproteobacteria	pAC450	NC_002760.1	AJ311718	4.379	49.7374	4	-	-	-	4	-
Acinetobacter sp. M131	Bacteria	Proteobacteria	Gammaproteobacteria	pM131-4	NC_025121.1	JX101645	9.353	37.4639	14	-	-	-	14	-
Acinetobacter sp. M131	Bacteria	Proteobacteria	Gammaproteobacteria	pM131-2	NC_025172.1	JX101647	84.995	42.6602	91	-	-	-	91	-
Acinetobacter sp. M131	Bacteria	Proteobacteria	Gammaproteobacteria	pM131-8	NC_025119.1	JX101641	5.414	35.9254	7	-	-	-	7	-
Acinetobacter sp. M131	Bacteria	Proteobacteria	Gammaproteobacteria	pM131-11	NC_025117.1	JX101638	1.735	37.2334	2	-	-	-	2	-
Acinetobacter sp. M131	Bacteria	Proteobacteria	Gammaproteobacteria	pM131-5	NC_025171.1	JX101644	7.641	36.7622	10	-	-	-	10	-
Acinetobacter sp. M131	Bacteria	Proteobacteria	Gammaproteobacteria	pM131_NDM1	NC_025116.1	JX072963	47.271	40.7798	50	-	-	-	50	-
Acinetobacter sp. M131	Bacteria	Proteobacteria	Gammaproteobacteria	pM131-10	NC_025169.1	JX101639	1.958	37.0276	1	-	-	-	1	-
